show #,airdate,round,category,value,question,answer
4722,2005-03-01,Jeopardy,HARLEM GLOBETROTTIN',1000,"On a 1963 European tour, the Globetrotters performed in a private audience before this new pope",Paul VI
4722,2005-03-01,Jeopardy,THE ONION,1000,"March 16, 1923:""Russians continuing to kill"" him: ""Hirsute mystic to reach demise 'no later than 1925'""",Rasputin
4722,2005-03-01,Jeopardy,GO JUMP IN A GREAT LAKE!,1000,"It's the shallowest of the Great Lakes, with its greatest depth only 210 feet",Erie
4722,2005-03-01,Jeopardy,ALSO AN APPLE VARIETY,1000,"Austere, like the people of an ancient Greek city",Spartan
4722,2005-03-01,Jeopardy,"I ""AM""",1000,It's also called the belladonna lily or the naked lady,amaryllis
4722,2005-03-01,Double Jeopardy,EGYPTIAN RELIGION,400,"(Sarah of the Clue Crew reports from Egypt.) In the temple at this site, creator god Amun-Kamutef was worshipped; in the U.S. hotel of the same name, other gods are",Luxor
4722,2005-03-01,Double Jeopardy,"CROSSWORD CLUES ""S""",400,Garden tool for Father Time(6),a scythe
4722,2005-03-01,Double Jeopardy,BEFORE & AFTER JOBS,400,"He has the simple job of controlling a ""Wizard of Oz"" character with whip & chair",the Cowardly Lion tamer
4722,2005-03-01,Double Jeopardy,BRIT LIT,400,Here's a twist: he created Clara Copperfield,Charles Dickens
4722,2005-03-01,Double Jeopardy,1984,400,"A 1984 eruption of this 13,677-foot volcanic mountain sent lava flowing within 4 miles of Hilo, Hawaii",Mauna Loa
4722,2005-03-01,Double Jeopardy,BIG BROTHERS,400,"This duo had 4 No. 1 hits, including ""Cathy's Clown"" & ""Bird Dog""",The Everly Brothers
4722,2005-03-01,Double Jeopardy,EGYPTIAN RELIGION,800,"(Sarah of the Clue Crew reports from Idfu, Egypt.)  Egyptians made daily temple offerings to the gods of these two things, their own daily food & drink, which begin with the same letter",bread & beer
4722,2005-03-01,Double Jeopardy,"CROSSWORD CLUES ""S""",800,"Plain, or steak(9)",Salisbury
4722,2005-03-01,Double Jeopardy,BEFORE & AFTER JOBS,800,This tool-like man with a cross-shaped point is in charge of the front-of-the-house restaurant staff,the Phillips-head waiter
4722,2005-03-01,Double Jeopardy,BRIT LIT,800,"In ""The Canterbury Tales"", ""The Knight's Tale"" is followed by this ""floury"" one","""The Miller's Tale"""
4722,2005-03-01,Double Jeopardy,1984,800,"A 3-term U.S. Representative, she made a failed run at national office in 1984",(Geraldine) Ferraro
4722,2005-03-01,Double Jeopardy,BIG BROTHERS,800,"Dennis' big bro, he played a pilot who saved the world in 1996's ""Independence Day""",Randy Quaid
4722,2005-03-01,Double Jeopardy,EGYPTIAN RELIGION,1200,"(Sarah of the Clue Crew reports from Abu Simbel, Egypt.)  The cow goddess Hothor becoming part-woman was one of Egypt's first examples of this--worship of gods in human form",anthropomorphism
4722,2005-03-01,Double Jeopardy,"CROSSWORD CLUES ""S""",1200,Letter opener(10),a salutation
4722,2005-03-01,Double Jeopardy,BEFORE & AFTER JOBS,1200,Cabinet officer in charge of Boost & Red Bull,the Secretary of Energy Drinks
4722,2005-03-01,Double Jeopardy,BRIT LIT,1200,"The alternate title of ""Twelfth Night"" means roughly the same as the title of this other Shakespeare play",As You Like It
4722,2005-03-01,Double Jeopardy,1984,1200,This world leader was assassinated on Halloween by 2 of her security guards,(Indira) Gandhi
4722,2005-03-01,Double Jeopardy,BIG BROTHERS,1200,"Only family in the musical sense, this group gave us ""China Grove"" & ""Black Water""",The Doobie Brothers
4722,2005-03-01,Double Jeopardy,EGYPTIAN RELIGION,1600,"(Jimmy of the Clue Crew reports from Giza, Egypt.)  Once entombed in a pyramid, a dead king became identified with this god of the underworld, Horus's father",Osiris
4722,2005-03-01,Double Jeopardy,"CROSSWORD CLUES ""S""",1600,"Cheerful, or bloody(8)",sanguine
4722,2005-03-01,Double Jeopardy,BEFORE & AFTER JOBS,1600,This leggy beauty may wear a new fashion creation on 25 Right at LAX,an airport runway model
4722,2005-03-01,Double Jeopardy,BRIT LIT,1600,"The creepy early novels of this author of ""Atonement"" got him dubbed ""Ian Macabre""",Ian McEwan
4722,2005-03-01,Double Jeopardy,1984,1600,His fortune would balloon after he formed Virgin Atlantic Airlines in '84,(Richard) Branson
4722,2005-03-01,Double Jeopardy,BIG BROTHERS,1600,The Coen Brothers co-wrote this 1987 comedy set in the American Southwest,Raising Arizona
4722,2005-03-01,Double Jeopardy,EGYPTIAN RELIGION,2000,"(Sarah of the Clue Crew reports from Cairo, Egypt.) Priests overseeing the mummification ritual process often wore masks depicting this Egyptian god of embalming",Anubis
4722,2005-03-01,Double Jeopardy,"CROSSWORD CLUES ""S""",2000,Biblical blame bearer(9),a scapegoat
4722,2005-03-01,Double Jeopardy,BEFORE & AFTER JOBS,2000,"With little effort & big pay, this railroad man will take your ticket",a gravy train conductor
4722,2005-03-01,Double Jeopardy,BRIT LIT,2000,"In 1728 Alexander Pope satirized his enemies not in ""The Dopiad"" or ""The Fooliad"", but in this mock-heroic poem",The Dunciad
4722,2005-03-01,Double Jeopardy,1984,2000,"Here's the ""catch"": in 1984 he penned ""God Knows"" in the form of an autobiography of King David",(Joseph) Heller
4722,2005-03-01,Double Jeopardy,BIG BROTHERS,2000,"Look for Aretha, Ray, James Brown, Cab Calloway &, of course, Twiggy & Frank Oz in this 1980 film comedy",The Blues Brothers
4722,2005-03-01,Final Jeopardy,HISTORIC QUOTATIONS,Final,"In 1900 Teddy Roosevelt wrote, ""I have always been fond of the West African proverb:"" this","""speak softly and carry a big stick"""
3 a,1984-09-12,Jeopardy,U.S. HISTORY,100,This colonial inventor suggested Daylight Saving Time,Benjamin Franklin
3 a,1984-09-12,Jeopardy,3-LETTER WORDS,100,"A fedora, homburg or derby",a hat
3 a,1984-09-12,Jeopardy,AUTOMOBILES,100,"He'd build you a Model T ""in any color, so long as it was black""",Henry Ford
3 a,1984-09-12,Jeopardy,BROADWAY,100,4-letter play about 9-lived creatures,Cats
3 a,1984-09-12,Jeopardy,ANIMALS,100,"Scooby-Doo, Goofy & Pluto are cartoon versions",dogs
3 a,1984-09-12,Jeopardy,ROYALTY,100,"While on the Riviera, she made ""To Catch a Thief"" & caught a prince",Princess Grace
3 a,1984-09-12,Jeopardy,U.S. HISTORY,200,"On the eve of the Civil War, some 2,000 slaveholders were of this race",black (or negro)
3 a,1984-09-12,Jeopardy,3-LETTER WORDS,200,Quixote or Drysdale,a Don
3 a,1984-09-12,Jeopardy,AUTOMOBILES,200,"This toy company builds more cars than Ford, G.M. & Chrysler combined",Mattel
3 a,1984-09-12,Jeopardy,BROADWAY,200,"""The avenue we're taken to"" in this long-running toe-tapper",42nd Street
3 a,1984-09-12,Jeopardy,ANIMALS,200,"""Eager"" animal that symbolizes Canada",the beaver
3 a,1984-09-12,Jeopardy,ROYALTY,200,"King for 72 years, he devoted more than 40 to building Versailles",Louis XIV (of France)
3 a,1984-09-12,Jeopardy,U.S. HISTORY,200,[BLANK],[BLANK]
3 a,1984-09-12,Jeopardy,3-LETTER WORDS,300,"Opposite of flow, tides do it",ebb
3 a,1984-09-12,Jeopardy,AUTOMOBILES,300,"Powered by this, the Stanley Special won in Daytona in 1907 at 197 MPH",steam
3 a,1984-09-12,Jeopardy,BROADWAY,300,Nickname of the American Theatre Wing's Antoinette Perry Award,the Tony
3 a,1984-09-12,Jeopardy,ANIMALS,300,"They include killers, humpbacks & sperms",whales
3 a,1984-09-12,Jeopardy,ROYALTY,300,"Temporarily exiled in '53, this Islamic ruler was permanently banished in '79",Shah of Iran
3 a,1984-09-12,Jeopardy,U.S. HISTORY,300,[BLANK],[BLANK]
3 a,1984-09-12,Jeopardy,3-LETTER WORDS,400,"Where things are nipped in, or Lou's partner",bud
3 a,1984-09-12,Jeopardy,AUTOMOBILES,400,"In Japan it's called ""rasshu awa""; in L.A, 4 to 6 P.M.",rush hour
3 a,1984-09-12,Jeopardy,BROADWAY,400,"2-time Academy Award winner who reprised ""Little Foxes"" in 1980",Elizabeth Taylor
3 a,1984-09-12,Jeopardy,ANIMALS,400,[BLANK],[BLANK]
3 a,1984-09-12,Jeopardy,ROYALTY,400,[BLANK],[BLANK]
3 a,1984-09-12,Jeopardy,U.S. HISTORY,400,[BLANK],[BLANK]
3 a,1984-09-12,Jeopardy,3-LETTER WORDS,400,[BLANK],[BLANK]
3 a,1984-09-12,Jeopardy,AUTOMOBILES,400,[BLANK],[BLANK]
3 a,1984-09-12,Jeopardy,BROADWAY,400,[BLANK],[BLANK]
3 a,1984-09-12,Jeopardy,ANIMALS,400,[BLANK],[BLANK]
3 a,1984-09-12,Jeopardy,ROYALTY,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,NEW TESTAMENT,200,Jesus' first miracle was to turn water into this,wine
3 a,1984-09-12,Double Jeopardy,COLLEGES,200,"A type of shoe or cloth, or where a Rhodes scholarship will get you",Oxford
3 a,1984-09-12,Double Jeopardy,MOUNTAINS,200,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,WORLD OF FOOD,200,"Like chop suey, this Chinese sweet was invented in America",the fortune cookie
3 a,1984-09-12,Double Jeopardy,BASEBALL,200,Before 1859 they sat in padded rocking chairs behind the catcher,umpires
3 a,1984-09-12,Double Jeopardy,ASTRONOMY,200,"Self-luminous gaseous body, or Hollywood ""celeb""",a star
3 a,1984-09-12,Double Jeopardy,NEW TESTAMENT,400,"According to both New & Old Testaments, how ""thou shalt love they neighbor""",as thyself
3 a,1984-09-12,Double Jeopardy,COLLEGES,400,"Home of over 52,000 Buckeyes",Ohio State University
3 a,1984-09-12,Double Jeopardy,MOUNTAINS,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,WORLD OF FOOD,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,BASEBALL,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,ASTRONOMY,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,NEW TESTAMENT,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,COLLEGES,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,MOUNTAINS,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,WORLD OF FOOD,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,BASEBALL,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,ASTRONOMY,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,NEW TESTAMENT,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,COLLEGES,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,MOUNTAINS,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,WORLD OF FOOD,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,BASEBALL,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,ASTRONOMY,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,NEW TESTAMENT,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,COLLEGES,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,MOUNTAINS,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,WORLD OF FOOD,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,BASEBALL,400,[BLANK],[BLANK]
3 a,1984-09-12,Double Jeopardy,ASTRONOMY,400,[BLANK],[BLANK]
3 a,1984-09-12,Final Jeopardy,LANGUAGE,Final,It is the 2nd most spoken language in the world,English
968,1988-11-16,Jeopardy,PLAYS,100,"First performed in the 1550s, ""Ralph Roister Doister"" is the first known comedy in this language",English
968,1988-11-16,Jeopardy,AVIATION,100,"San Diego, where the plane ""Spirit of St. Louis"" was built, named its airport for this man",Charles Lindbergh
968,1988-11-16,Jeopardy,FOOD,100,"Different types of this in the supermarket are labeled ""all purpose"" & ""self-rising""",flour
968,1988-11-16,Jeopardy,HOLIDAYS & OBSERVANCES,100,"If Leon Spinks is in England on December 26, he might join in the observance of this",Boxing Day
968,1988-11-16,Jeopardy,PIRATES,100,In 67 B.C. Pompey's Roman forces cleared out the pirates from this large sea,Mediterranean
968,1988-11-16,Jeopardy,"JOLLY ""ROGER""S",100,"Maroon Studios star who enjoyed a Diet Coke while watching his wife, Jessica, perform",Roger Rabbit
968,1988-11-16,Jeopardy,PLAYS,200,"""Little Johnny Jones"" was the first play he wrote expressly for Broadway, not for Vaudeville",George M. Cohan
968,1988-11-16,Jeopardy,AVIATION,200,"Not surprisingly, in 1939 this nation had the strongest air force in Europe",Germany
968,1988-11-16,Jeopardy,FOOD,200,"Called an artichoke, its name isn't from a Mideast city but from ""girasole"", Italian for sunflower",the Jerusalem artichoke
968,1988-11-16,Jeopardy,HOLIDAYS & OBSERVANCES,200,"A miss, hoping to be a mrs., might want to observe this November holiday created by Al Capp",Sadie Hawkins Day
968,1988-11-16,Jeopardy,PIRATES,200,"""Recruitment"" procedure of kidnapping men to work on pirate ships, it's named after a Far Eastern port",Shanghaiing
968,1988-11-16,Jeopardy,"JOLLY ""ROGER""S",200,"Singer of the following, a Jolly Roger if we ever heard one:""You can't rollerskate in a buffalo herd, can't rollerskate in a buffalo herd...""",Roger Miller
968,1988-11-16,Jeopardy,PLAYS,300,Chekhov play that opens with Andrei Prozorov's siblings talking about going to Moscow,(The) Three Sisters
968,1988-11-16,Jeopardy,AVIATION,300,"By definition, a ""VTOL"" plane can take off & land in this direction",vertically
968,1988-11-16,Jeopardy,FOOD,300,"Add blood, cornstarch, or arrowroot, or try reduction",how to thicken a sauce
968,1988-11-16,Jeopardy,HOLIDAYS & OBSERVANCES,300,"During the Fiesta de San Fermin, these animals run through the streets",bulls
968,1988-11-16,Jeopardy,PIRATES,300,"Term for a pirate, like Drake, licensed by the crown to capture enemy ships & cargoes",a privateer
968,1988-11-16,Jeopardy,"JOLLY ""ROGER""S",300,"In one episode, she coached Rob's brother, Stacey Petrie, through a practice date",Sally Rogers
968,1988-11-16,Jeopardy,PLAYS,400,Richard Chamberlain & Mary Tyler Moore starred in a 1966 musical flop based on this Truman Capote story,Breakfast at Tiffany's
968,1988-11-16,Jeopardy,AVIATION,400,A plane's wings are necessary to create this primary force in flying,lift
968,1988-11-16,Jeopardy,FOOD,400,Shepherd's pie is a meat hash covered with a layer of this,mashed potatoes
968,1988-11-16,Jeopardy,HOLIDAYS & OBSERVANCES,400,"To commemorate this event, some New Englanders celebrate Forefathers' Day on December 21",the landing of the Mayflower
968,1988-11-16,Jeopardy,PIRATES,400,"Sent to Madagascar in the 1690s to battle pirates, this captain allegedly became one himself",Captain William Kidd
968,1988-11-16,Jeopardy,"JOLLY ""ROGER""S",400,"As Harcourt Fenton Mudd, he gave Captain Kirk no end of trouble",Roger C. Carmel
968,1988-11-16,Jeopardy,PLAYS,500,"He was almost 90 when he wrote one of his greatest plays, ""Oedipus at Colonus""",Sophocles
968,1988-11-16,Jeopardy,AVIATION,500,In 1909 Louis Bleriot electrified the world by flying the 23 1/2 miles of this body of water in 37 minutes,the English Channel
968,1988-11-16,Jeopardy,FOOD,500,"Government graded AA, A, B, or C, the best is composed of at least 80% fat & has 12-16% water",butter
968,1988-11-16,Jeopardy,HOLIDAYS & OBSERVANCES,500,"Military bases are often open to the public on Armed Forces Day, the third Saturday of this month",May
968,1988-11-16,Jeopardy,PIRATES,500,1 of the 2 well-known women pirates tried & convicted in Jamaica in 1720,Anne Bonny (or Mary Read)
968,1988-11-16,Jeopardy,"JOLLY ""ROGER""S",500,"Both Elliott Gould and this man played Trapper John McIntyre in ""M*A*S*H""",Wayne Rogers
968,1988-11-16,Double Jeopardy,"""C"" IN GEOGRAPHY",200,"Perry, the barber turned singer, might enjoy visiting this lake & province in Lombardy",Como
968,1988-11-16,Double Jeopardy,AUTHORS,200,"The success of his first novel, ""This Side of Paradise"", allowed him to marry Zelda",F. Scott Fitzgerald
968,1988-11-16,Double Jeopardy,THE CABINET,200,The Bureau of Engraving and Printing is part of this department,Treasury Department
968,1988-11-16,Double Jeopardy,CLASSICAL MUSIC,200,Mendelssohn was one of the first to use this to conduct,a baton
968,1988-11-16,Double Jeopardy,HISTORY,200,He became King of Jordan after his mentally ill father was deposed in 1952,King Hussein (I)
968,1988-11-16,Double Jeopardy,FAMOUS WOMEN,200,"Dame who played Mme. Arcati in ""Blithe Spirit"" & Miss Marple in the film ""Murder She Said""",Margaret Rutherford
968,1988-11-16,Double Jeopardy,"""C"" IN GEOGRAPHY",400,This port city on the east coast of New Zealand's South Island was founded by Anglicans,Christchurch
968,1988-11-16,Double Jeopardy,AUTHORS,400,"Born in India, this English author was the youngest person to win a Nobel prize in literature",Rudyard Kipling
968,1988-11-16,Double Jeopardy,THE CABINET,400,In 1961 JFK invited our ambassador to this to attend the cabinet meetings,United Nations
968,1988-11-16,Double Jeopardy,CLASSICAL MUSIC,400,"In a pipe organ, a pipe's shape affects its tone quality, & its length determines this",pitch
968,1988-11-16,Double Jeopardy,HISTORY,400,The only First Lady it ever had was a Mississippi aristocrat named Varina,the Confederacy
968,1988-11-16,Double Jeopardy,FAMOUS WOMEN,400,In 1955 this miniskirt innovator opened her first shop on King's Road in Chelsea,Mary Quant
968,1988-11-16,Double Jeopardy,"""C"" IN GEOGRAPHY",600,Ancient village in Mexico known for the temples & pyramids the Mayans made of brick & stone,Chichen Itza
968,1988-11-16,Double Jeopardy,AUTHORS,600,"Creator of ""archy and mehitabel"", this humorist once was assistant editor for ""The Uncle Remus Magazine""",Don Marquis
968,1988-11-16,Double Jeopardy,THE CABINET,600,"In the '70s & 80s, he was in charge of first the welfare & later the warfare departments",Caspar Weinberger
968,1988-11-16,Double Jeopardy,CLASSICAL MUSIC,600,"Of the three ""B""'s, the one who left town when rejected as Philharmonic conductor in his native Hamburg",Johannes Brahms
968,1988-11-16,Double Jeopardy,HISTORY,600,This lawyer became the leader of the Indian National Congress in 1920,Mahatma Gandhi
968,1988-11-16,Double Jeopardy,FAMOUS WOMEN,600,"In 1755 Maria Theresa, Queen of Hungary & Bohemia, gave birth to this future queen",Marie Antoinette
968,1988-11-16,Double Jeopardy,"""C"" IN GEOGRAPHY",800,"Called France's most famous cheese, it's named for this Normandy village where it was first made",Camembert
968,1988-11-16,Double Jeopardy,AUTHORS,800,"Outsold only by the Bible and Shakespeare, this woman is the best-selling romance writer of the twentieth century",Barbara Cartland
968,1988-11-16,Double Jeopardy,THE CABINET,800,Interior Secretary Harold Ickes was the only cabinet member to serve the full duration of his presidency,FDR
968,1988-11-16,Double Jeopardy,CLASSICAL MUSIC,800,"Perhaps the greatest violinist ever, this Italian could play a whole piece on just one string",Niccolo Paganini
968,1988-11-16,Double Jeopardy,HISTORY,800,"Sir Humphrey Gilbert, half brother of this Elizabethan courtier, drowned while trying to colonize America",Sir Walter Raleigh
968,1988-11-16,Double Jeopardy,FAMOUS WOMEN,800,The first woman Democrat elected a senator in her own right is this Maryland senator,Barbara Mikulski
968,1988-11-16,Double Jeopardy,"""C"" IN GEOGRAPHY",1000,This capital of Canada's Prince Edward Island was named for the wife of King George III,Charlottetown
968,1988-11-16,Double Jeopardy,AUTHORS,1000,"Author of ""Fathers and Sons"", he was the first Russian to be widely read & admired in Europe",Ivan Turgenev
968,1988-11-16,Double Jeopardy,THE CABINET,1000,"In 1973 Henry Kissinger became Nixon's second secretary of state, replacing this man",William P. Rogers
968,1988-11-16,Double Jeopardy,CLASSICAL MUSIC,1000,This great concert pianist & Polish premier was a friend of Liberace's family,Ignace Jan Paderewski
968,1988-11-16,Double Jeopardy,HISTORY,1000,"An eighteenth-century war was named for this part of Robert Jenkins' body, reputedly cut off by Spaniards",the ear
968,1988-11-16,Double Jeopardy,FAMOUS WOMEN,1000,"Patron saint of South America, she was the first canonized saint from the Western hemisphere",St. Rose of Lima
968,1988-11-16,Final Jeopardy,MAN IN SPACE,Final,"3 months after John Glenn, he became the second American to orbit the Earth",(Malcolm) Scott Carpenter
4 a,1984-09-13,Jeopardy,GEOGRAPHY,100,"Christmas, Easter, or Bermuda, for example",islands
4 a,1984-09-13,Jeopardy,BY THE NUMBERS,100,"The 1st asked in this game is usually ""Animal, vegetable or mineral?""",Twenty Questions
4 a,1984-09-13,Jeopardy,TOYS & GAMES,100,Number of pockets on a pool table,6
4 a,1984-09-13,Jeopardy,TRANSPORTATION,100,"It could be paddle wheel, cargo or tramp",a steamer
4 a,1984-09-13,Jeopardy,FLOWERS & TREES,100,"Its seed is used in baking, but 1 type produces opium",the poppy
4 a,1984-09-13,Jeopardy,TRIVIA,100,In 1983 Americans used over 1¼ million gallons of this beach product,suntan lotion
4 a,1984-09-13,Jeopardy,GEOGRAPHY,200,"Europe's only wild monkeys live on this ""rock""",(rock of) Gibraltar
4 a,1984-09-13,Jeopardy,BY THE NUMBERS,200,The two point values an ace can have in blackjack,1 and 11
4 a,1984-09-13,Jeopardy,TOYS & GAMES,200,Color that always has opening move in chess,white
4 a,1984-09-13,Jeopardy,TRANSPORTATION,200,"Charlton Heston was ""on track"" with it in ""Ben Hur""",a chariot
4 a,1984-09-13,Jeopardy,FLOWERS & TREES,200,"Long associated with Lebanon, this tree is on its flag",a cedar
4 a,1984-09-13,Jeopardy,TRIVIA,200,"When it was rung for Chief Justice John Marshall's funeral, it cracked",the Liberty Bell
4 a,1984-09-13,Jeopardy,GEOGRAPHY,300,"1/3 the size of U.S., this royal kingdom has no rivers or lakes but lots of oil",Saudi Arabia
4 a,1984-09-13,Jeopardy,BY THE NUMBERS,300,"Police precinct Barney Miller ""dozen"" work at any more",the 12th
4 a,1984-09-13,Jeopardy,TOYS & GAMES,300,"Versions of this board game take place in London, Madrid, & Atlantic City",Monopoly
4 a,1984-09-13,Jeopardy,TRANSPORTATION,300,"Vehicle Butch Cassidy rode during this song:""Raindrops keep falling on my head /And just like the guy whose feet are too big for his bed...""",a bicycle
4 a,1984-09-13,Jeopardy,FLOWERS & TREES,300,[BLANK],[BLANK]
4 a,1984-09-13,Jeopardy,TRIVIA,300,"""Kingdom"" that Khrushchev couldn't visit in 1959 U.S. trip",the Magic Kingdom (Disneyland)
4 a,1984-09-13,Jeopardy,GEOGRAPHY,400,Largest country entirely in Europe,France
4 a,1984-09-13,Jeopardy,BY THE NUMBERS,400,A race run by couples tied together at the ankle,a 3-legged race
4 a,1984-09-13,Jeopardy,TOYS & GAMES,400,Binney & Smith makes them in 64 colors,(Crayola) crayons
4 a,1984-09-13,Jeopardy,TRANSPORTATION,400,[BLANK],[BLANK]
4 a,1984-09-13,Jeopardy,FLOWERS & TREES,400,"Dr. Seuss' egg-hatching elephant who was ""faithful, 100%""",Horton
4 a,1984-09-13,Jeopardy,TRIVIA,500,"Clocks in Lima, Peru, read the same as in this U.S. time zone",Eastern
4 a,1984-09-13,Jeopardy,GEOGRAPHY,500,"Musical about Continental Congress, it included song ""Sit Down, John""",1776
4 a,1984-09-13,Jeopardy,BY THE NUMBERS,500,She's been a teenage fashion model for over 25 years,Barbie
4 a,1984-09-13,Jeopardy,TOYS & GAMES,500,[BLANK],[BLANK]
4 a,1984-09-13,Jeopardy,TRANSPORTATION,500,It spent the night in a discount-house parking lot before heading to L.A. Coliseum,the Olympic torch
4 a,1984-09-13,Jeopardy,FLOWERS & TREES,200,Lincoln's four brothers-in-law all served in this army,the Confederate army
4 a,1984-09-13,Jeopardy,TRIVIA,200,"Mark Anthony borrowed them, then bent them",ears
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Double Jeopardy,,,,
4 a,1984-09-13,Final Jeopardy,,Final,,
5 a,1984-09-14,Jeopardy,AMERICAN LITERATURE,100,Melville's white whale tale,Moby-Dick
5 a,1984-09-14,Jeopardy,ALL NUMBERS,100,"It was ""enough"" for Dick Van Patten",Eight
5 a,1984-09-14,Jeopardy,RELIGION,100,Country that is home to Parsis & Sikhs,India
5 a,1984-09-14,Jeopardy,TRIVIA,100,"""Only you can prevent forest fires""",Smokey the Bear('s motto)
5 a,1984-09-14,Jeopardy,NATIONAL PARKS,100,"Due to earthquakes, this Yellowstone geyser no longer erupts on time",Old Faithful
5 a,1984-09-14,Jeopardy,TRIOS,100,D'Artagnan's best buddies,the Three Musketeers
5 a,1984-09-14,Jeopardy,AMERICAN LITERATURE,200,"Lincoln called it ""the book that caused the big war""",Uncle Tom's Cabin
5 a,1984-09-14,Jeopardy,ALL NUMBERS,200,"A teen's ""sweet"" age",16
5 a,1984-09-14,Jeopardy,RELIGION,200,More common name for The Watchtower Bible & Tract Society,Jehovah's Witnesses
5 a,1984-09-14,Jeopardy,TRIVIA,200,Nickname of our 16th president & Li'l Abner's son,Honest Abe
5 a,1984-09-14,Jeopardy,NATIONAL PARKS,200,Logs in this forest may be 150 million years old,the Petrified Forest
5 a,1984-09-14,Jeopardy,TRIOS,200,"With them under foot, Uncle Donald's life wasn't duck soup","Huey, Dewey, and Louie"
5 a,1984-09-14,Jeopardy,AMERICAN LITERATURE,300,"Steinbeck novel dubbed ""the Uncle Tom's Cabin of the Depression""",The Grapes of Wrath
5 a,1984-09-14,Jeopardy,ALL NUMBERS,300,[BLANK],[BLANK]
5 a,1984-09-14,Jeopardy,RELIGION,300,Some 3 million pilgrims visit this small French town annually,Lourdes
5 a,1984-09-14,Jeopardy,TRIVIA,300,"Though this actress' cat is named for Buster Keaton, she's really no relation",Diane Keaton
5 a,1984-09-14,Jeopardy,NATIONAL PARKS,300,There are still unexplored areas of these New Mexico caves,Carlsbad Caverns
5 a,1984-09-14,Jeopardy,TRIOS,300,"""Candy Man"" who began with the Will Mastin Trio","Sammy Davis, Jr."
5 a,1984-09-14,Jeopardy,AMERICAN LITERATURE,400,"He gave Hester a scarlet ""A""",Nathaniel Hawthorne
5 a,1984-09-14,Jeopardy,ALL NUMBERS,400,[BLANK],[BLANK]
5 a,1984-09-14,Jeopardy,RELIGION,400,"Above this I.Q. mark, you're considered a genius",140
5 a,1984-09-14,Jeopardy,TRIVIA,400,"Mount Whitney, highest point in lower 48 states, is in this park named for its trees",Sequoia National Park
5 a,1984-09-14,Jeopardy,NATIONAL PARKS,400,Classic TV puppet show which also featured Beulah Witch & Delores Dragon,"Kukla, Fran & Ollie"
5 a,1984-09-14,Jeopardy,TRIOS,500,"Great-grand nephew of Francis Scott Key, he was the voice of the Jazz Age",F. Scott Fitzgerald
5 a,1984-09-14,Jeopardy,AMERICAN LITERATURE,500,[BLANK],[BLANK]
